Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
2025-06-18T19:00,0.669,1.114,4.322,8.333,106.69,21.960
2025-06-18T19:30,0.716,1.204,4.274,9.091,108.72,21.780
2025-06-18T20:00,0.734,1.179,4.209,4.651,135.35,21.560
2025-06-18T20:30,0.672,1.147,4.158,9.091,137.29,21.520
2025-06-18T21:00,0.686,1.056,4.167,7.692,105.90,21.650
2025-06-18T21:30,0.675,1.145,4.198,9.091,111.44,21.690
2025-06-18T22:00,0.709,1.181,4.499,8.696,108.98,21.690
2025-06-18T22:30,0.705,1.194,4.426,8.696,108.10,21.780
2025-06-18T23:00,0.721,1.353,4.377,8.333,106.25,21.830
2025-06-18T23:30,0.759,1.392,4.370,8.696,112.58,21.870
2025-06-19T00:00,0.764,1.264,4.517,8.333,103.44,21.870
2025-06-19T00:30,0.790,1.445,4.440,8.333,125.77,21.830
2025-06-19T01:00,0.795,1.345,4.476,8.696,110.03,21.780
2025-06-19T01:30,0.835,1.408,4.632,8.333,101.86,21.690
2025-06-19T02:00,0.803,1.430,4.548,5.556,128.23,21.610
2025-06-19T02:30,0.826,1.298,4.595,6.061,135.97,21.520
2025-06-19T03:00,0.822,1.542,4.554,5.882,125.42,21.520
2025-06-19T03:30,0.849,1.369,4.605,6.897,113.55,21.520
2025-06-19T04:00,0.809,1.397,4.485,8.696,130.25,21.470
2025-06-19T04:30,0.817,1.617,4.589,8.696,105.64,21.520
2025-06-19T05:00,0.850,1.289,4.748,7.692,107.84,21.470
2025-06-19T05:30,0.884,1.428,4.564,8.696,95.97,21.520
2025-06-19T06:00,0.807,1.734,4.274,5.405,100.45,21.520
2025-06-19T06:30,0.811,1.628,4.212,7.407,129.64,21.520
2025-06-19T07:00,0.844,1.392,4.654,8.696,118.91,21.520
2025-06-19T07:30,0.827,1.363,4.579,5.556,107.05,21.470
2025-06-19T08:00,0.770,1.274,4.419,5.556,123.66,21.520
2025-06-19T08:30,0.773,1.211,4.413,5.714,123.66,21.560
2025-06-19T09:00,0.771,1.628,4.274,9.524,91.49,21.560
2025-06-19T09:30,0.752,1.269,4.285,5.556,108.01,21.610
2025-06-19T10:00,0.820,1.409,4.702,10.000,99.40,21.650
2025-06-19T10:30,0.810,1.378,4.490,10.000,95.00,21.690
2025-06-19T11:00,0.866,1.572,4.257,10.000,104.06,21.740
2025-06-19T11:30,0.901,1.663,4.096,10.000,103.00,21.780
2025-06-19T12:00,0.867,1.408,3.988,10.000,108.10,21.740
2025-06-19T12:30,0.921,1.673,4.173,10.000,100.98,21.690
2025-06-19T13:00,0.932,1.742,4.175,10.000,106.25,21.740
2025-06-19T13:30,0.929,1.500,4.225,9.524,98.08,21.740
2025-06-19T14:00,0.878,1.508,4.014,10.000,102.83,21.740
2025-06-19T14:30,0.895,1.450,4.258,9.524,101.68,21.740
2025-06-19T15:00,0.900,1.490,4.325,10.000,115.40,21.690
2025-06-19T15:30,0.852,1.305,4.511,9.524,103.88,21.690
2025-06-19T16:00,0.869,1.786,4.481,10.000,100.45,21.870
2025-06-19T16:30,0.899,1.895,5.043,9.091,112.06,21.870
2025-06-19T17:00,0.907,1.455,4.792,10.000,92.28,21.870
2025-06-19T17:30,1.038,1.835,5.236,9.524,108.89,22.140
2025-06-19T18:00,1.023,1.986,5.266,9.091,103.53,22.140
2025-06-19T18:30,1.035,1.719,5.179,5.714,104.76,22.140
2025-06-19T19:00,1.005,1.535,5.140,10.000,105.82,22.140
2025-06-19T19:30,1.018,1.583,5.165,6.061,105.11,22.140
2025-06-19T20:00,1.097,2.109,5.319,6.250,105.38,22.590
2025-06-19T20:30,1.187,2.013,5.355,5.882,102.12,22.540
2025-06-19T21:00,1.276,2.199,5.342,6.452,113.99,22.590
2025-06-19T21:30,1.337,2.443,5.361,6.250,117.24,22.590
2025-06-19T22:00,1.432,2.534,5.423,6.452,106.52,22.590
2025-06-19T22:30,1.508,2.609,5.409,6.452,121.82,22.500
2025-06-19T23:00,1.313,2.224,4.939,6.061,115.57,22.450
2025-06-19T23:30,1.369,2.344,5.117,6.250,110.65,22.450
2025-06-20T00:00,1.282,2.020,5.239,6.667,114.61,22.450
2025-06-20T00:30,1.238,2.305,5.261,6.452,117.68,22.360
2025-06-20T01:00,1.252,1.970,5.303,6.667,116.98,22.320
2025-06-20T01:30,1.278,2.482,5.074,6.250,105.90,22.230
2025-06-20T02:00,1.334,2.599,5.520,6.061,118.91,22.180
2025-06-20T02:30,1.284,2.790,5.208,6.061,117.24,22.140
2025-06-20T03:00,1.251,2.172,5.186,5.882,104.14,22.100
2025-06-20T03:30,1.197,2.198,5.034,6.061,115.13,22.050
2025-06-20T04:00,1.237,2.010,5.246,9.091,110.12,22.050
2025-06-20T04:30,1.176,1.915,5.018,6.061,97.90,22.010
2025-06-20T05:00,1.214,1.832,5.161,10.000,113.29,22.010
2025-06-20T05:30,1.206,2.104,5.086,6.061,115.66,22.500
2025-06-20T06:00,1.200,1.970,5.149,6.061,109.77,22.500
2025-06-20T06:30,1.211,2.008,5.346,7.407,82.78,22.540
2025-06-20T07:00,1.189,2.232,5.052,9.524,101.33,22.540
2025-06-20T07:30,1.179,1.810,5.199,6.897,91.66,22.590
2025-06-20T08:00,1.258,2.253,5.215,10.526,104.58,22.630
2025-06-20T08:30,1.251,1.886,5.120,10.526,100.36,22.590
2025-06-20T09:00,1.263,2.294,4.802,10.526,105.29,22.630
2025-06-20T09:30,1.252,2.179,4.811,8.333,97.11,22.680
2025-06-20T10:00,1.198,2.236,4.681,9.524,96.06,22.680
2025-06-20T10:30,1.209,2.312,4.784,8.000,90.08,22.680
2025-06-20T11:00,1.211,2.196,4.982,7.692,92.72,22.720
2025-06-20T11:30,1.198,2.745,4.822,10.526,102.12,22.810
2025-06-20T12:00,1.282,2.196,4.913,10.000,90.87,22.810
2025-06-20T12:30,1.275,2.035,5.222,8.000,88.76,22.860
2025-06-20T13:00,1.262,2.104,5.110,8.000,79.18,22.900
2025-06-20T13:30,1.307,2.115,5.154,10.000,89.90,22.950
2025-06-20T14:00,1.290,2.052,5.247,10.000,95.88,22.950
2025-06-20T14:30,1.348,2.305,5.037,8.333,77.33,22.950
2025-06-20T15:00,1.416,2.238,5.565,8.000,88.76,22.950
2025-06-20T15:30,1.404,2.474,5.497,8.000,79.97,22.950
2025-06-20T16:00,1.304,2.333,5.175,8.000,80.06,22.950
2025-06-20T16:30,1.396,2.641,5.350,9.524,78.21,22.950
2025-06-20T17:00,1.435,2.383,5.671,8.696,75.93,22.950
2025-06-20T17:30,1.388,2.431,5.831,9.524,90.61,22.950
2025-06-20T18:00,1.379,2.712,5.654,8.333,86.56,22.950
2025-06-20T18:30,1.401,2.350,5.635,8.696,85.77,22.950
2025-06-20T19:00,1.555,2.796,5.717,8.696,69.86,22.950
2025-06-20T19:30,1.602,2.692,5.798,8.333,88.85,22.950
2025-06-20T20:00,1.480,2.613,5.471,8.000,83.31,22.950
2025-06-20T20:30,1.551,2.665,5.117,8.696,81.90,22.900
2025-06-20T21:00,1.507,2.200,5.263,8.000,81.90,22.900
2025-06-20T21:30,1.544,2.686,5.231,8.696,84.72,22.900
2025-06-20T22:00,1.559,2.671,5.266,8.000,84.36,22.900
2025-06-20T22:30,1.550,2.591,4.989,8.333,89.99,22.900
2025-06-20T23:00,1.650,2.998,5.007,8.000,89.20,22.860
2025-06-20T23:30,1.458,2.370,4.975,9.091,88.76,22.900
2025-06-21T00:00,1.470,2.291,5.257,9.091,82.17,22.950
2025-06-21T00:30,1.516,2.292,5.500,8.000,83.66,22.950
2025-06-21T01:00,1.426,2.204,5.398,8.696,84.01,22.950
2025-06-21T01:30,1.441,2.542,5.318,8.333,85.68,22.950
2025-06-21T02:00,1.453,2.214,5.479,8.696,88.06,22.950
2025-06-21T02:30,1.533,3.268,5.797,8.333,88.14,22.950
2025-06-21T03:00,1.450,2.917,5.719,8.000,76.54,22.900
2025-06-21T03:30,1.430,2.108,5.592,8.696,78.39,22.950
2025-06-21T04:00,1.509,2.339,5.829,8.696,88.32,22.950
2025-06-21T04:30,1.468,2.311,5.194,8.696,80.94,22.900
2025-06-21T05:00,1.565,2.643,5.373,8.333,86.03,22.900
2025-06-21T05:30,1.551,2.602,5.513,8.000,84.01,22.900
2025-06-21T06:00,1.507,2.862,5.579,9.524,88.94,22.900
2025-06-21T06:30,1.633,2.558,5.629,9.091,81.55,22.900
2025-06-21T07:00,1.594,2.599,5.373,8.333,79.35,22.900
2025-06-21T07:30,1.554,2.378,5.316,8.696,79.09,22.900
2025-06-21T08:00,1.579,3.402,5.673,8.696,86.21,22.900
2025-06-21T08:30,1.619,2.858,5.621,8.696,81.20,22.900
2025-06-21T09:00,1.645,2.760,5.401,8.333,81.55,22.900
2025-06-21T09:30,1.723,2.820,5.502,8.696,82.25,22.900
2025-06-21T10:00,1.694,3.361,5.411,8.333,80.14,22.900
2025-06-21T10:30,1.673,2.746,5.124,8.696,75.75,22.900
2025-06-21T11:00,1.704,2.644,5.122,8.333,76.89,22.900
2025-06-21T11:30,1.603,2.359,5.120,8.696,86.74,22.900
2025-06-21T12:00,1.611,2.647,4.921,8.696,80.94,22.900
2025-06-21T12:30,1.710,2.807,5.212,9.091,77.07,22.860
2025-06-21T13:00,1.720,3.241,5.444,8.696,78.12,22.860
2025-06-21T13:30,1.628,3.004,5.194,9.091,88.32,22.810
2025-06-21T14:00,1.643,2.581,5.334,8.696,73.02,22.900
2025-06-21T14:30,1.564,3.147,5.073,8.333,79.09,22.900
2025-06-21T15:00,1.670,2.934,5.182,8.000,87.27,22.860
2025-06-21T15:30,1.567,2.563,5.083,9.091,93.33,22.860
2025-06-21T16:00,1.637,3.285,5.382,8.696,82.43,22.810
2025-06-21T16:30,1.619,2.720,4.968,9.091,83.40,22.720
2025-06-21T17:00,1.613,3.088,5.150,9.091,81.99,22.680
2025-06-21T17:30,1.683,3.018,5.519,8.696,84.28,22.630
2025-06-21T18:00,1.747,3.201,5.533,8.696,81.55,22.720
2025-06-21T18:30,1.669,3.383,5.194,8.696,84.98,22.680
2025-06-21T19:00,1.563,2.532,5.378,8.333,75.66,22.770
2025-06-21T19:30,1.663,2.849,5.371,8.000,77.86,22.630
2025-06-21T20:00,1.533,2.705,5.192,9.524,71.88,22.630
2025-06-21T20:30,1.496,3.025,5.309,8.000,81.55,22.630
2025-06-21T21:00,1.692,2.931,5.316,8.333,87.88,22.630
2025-06-21T21:30,1.583,2.702,5.157,8.333,79.53,22.630
2025-06-21T22:00,1.605,2.948,5.186,8.333,86.56,22.630
2025-06-21T22:30,1.542,2.460,5.408,8.333,82.52,22.680
2025-06-21T23:00,1.567,3.120,5.266,8.000,83.66,22.680
2025-06-21T23:30,1.637,2.684,5.409,9.091,74.61,22.590
2025-06-22T00:00,1.567,2.551,5.266,8.333,76.72,22.590
2025-06-22T00:30,1.598,2.702,5.334,8.696,80.14,22.540
2025-06-22T01:00,1.636,2.606,5.431,8.696,84.63,22.450
2025-06-22T01:30,1.555,2.400,5.551,8.696,82.43,22.500
2025-06-22T02:00,1.521,2.476,5.109,8.000,77.68,22.500
2025-06-22T02:30,1.445,2.185,5.272,8.000,86.47,22.500
2025-06-22T03:00,1.474,2.645,5.118,8.333,80.58,22.500
2025-06-22T03:30,1.637,2.349,5.117,9.091,74.96,22.500
2025-06-22T04:00,1.538,2.821,5.305,8.333,79.79,22.500
2025-06-22T04:30,1.512,2.284,5.053,9.091,77.33,22.540
2025-06-22T05:00,1.447,2.399,5.706,9.091,85.60,22.500
2025-06-22T05:30,1.420,2.417,5.648,8.333,83.49,22.540
2025-06-22T06:00,1.459,3.017,5.693,8.696,85.95,22.500
2025-06-22T06:30,1.389,2.815,5.488,8.696,90.96,22.500
2025-06-22T07:00,1.472,2.376,5.992,9.524,89.99,22.540
2025-06-22T07:30,1.372,2.067,5.549,8.333,84.28,22.540
2025-06-22T08:00,1.423,2.399,5.797,8.696,88.94,22.590
2025-06-22T08:30,1.545,2.600,6.367,10.000,89.82,22.590
2025-06-22T09:00,1.426,2.153,5.769,9.091,88.94,22.590
2025-06-22T09:30,1.274,2.204,5.380,8.000,81.99,22.630
2025-06-22T10:00,1.377,2.323,5.788,9.524,87.09,22.590
2025-06-22T10:30,1.453,2.387,5.895,10.000,83.31,22.500
2025-06-22T11:00,1.410,2.159,5.740,9.091,85.24,22.540
2025-06-22T11:30,1.394,2.453,5.692,10.000,87.00,22.360
2025-06-22T12:00,1.344,2.161,5.628,9.524,86.39,22.450
2025-06-22T12:30,1.421,2.662,5.680,9.091,86.83,22.500
2025-06-22T13:00,1.431,2.254,5.903,9.091,88.67,22.540
2025-06-22T13:30,1.323,1.953,5.586,9.524,87.18,22.590
2025-06-22T14:00,1.496,2.364,5.770,8.696,86.12,22.590
2025-06-22T14:30,1.440,2.432,5.689,9.524,85.24,22.540
2025-06-22T15:00,1.492,2.380,5.838,9.524,87.27,22.540
2025-06-22T15:30,1.502,2.914,5.847,9.524,80.32,22.500
2025-06-22T16:00,1.484,2.501,5.753,9.091,88.50,22.450
2025-06-22T16:30,1.543,2.240,6.087,9.524,88.94,22.540
2025-06-22T17:00,1.419,2.255,5.755,9.091,82.34,22.540
2025-06-22T17:30,1.492,2.655,5.912,9.524,85.77,22.630
2025-06-22T18:00,1.414,2.325,5.910,9.524,86.03,22.630
2025-06-22T18:30,1.533,2.557,6.236,9.524,92.19,22.630
2025-06-22T19:00,1.437,2.841,6.115,9.524,81.90,22.630
2025-06-22T19:30,1.494,2.710,5.913,9.091,86.47,22.590
2025-06-22T20:00,1.590,2.380,6.583,9.524,92.01,22.630
2025-06-22T20:30,1.462,2.510,6.155,9.091,85.07,22.590
2025-06-22T21:00,1.499,2.381,6.348,9.091,83.31,22.590
2025-06-22T21:30,1.456,2.062,6.346,9.524,89.64,22.540
2025-06-22T22:00,1.494,2.343,6.109,9.524,87.44,22.500
2025-06-22T22:30,1.433,2.567,6.236,8.696,89.64,22.500
2025-06-22T23:00,1.405,2.848,6.253,9.524,76.80,22.410
2025-06-22T23:30,1.469,2.397,6.428,8.696,84.63,22.360
2025-06-23T00:00,1.519,2.356,6.288,10.000,82.96,22.320
2025-06-23T00:30,1.367,2.183,6.130,9.091,85.77,22.360
2025-06-23T01:00,1.360,1.951,6.226,10.000,87.97,22.230
2025-06-23T01:30,1.386,2.330,6.329,8.696,80.41,22.140
2025-06-23T02:00,1.421,2.177,6.347,9.524,86.03,22.230
2025-06-23T02:30,1.418,2.252,6.461,8.696,81.82,22.100
2025-06-23T03:00,1.419,2.324,6.590,9.524,90.25,22.010
2025-06-23T03:30,1.384,2.020,6.377,9.091,85.68,21.870
2025-06-23T04:00,1.356,2.525,6.361,9.524,87.44,21.780
2025-06-23T04:30,1.391,2.179,6.576,9.524,84.01,22.010
2025-06-23T05:00,1.342,2.145,6.319,9.524,84.36,21.870
2025-06-23T05:30,1.353,2.420,6.440,9.091,93.07,21.960
2025-06-23T06:00,1.364,2.483,6.255,9.524,85.51,22.100
2025-06-23T06:30,1.354,2.273,6.240,10.000,91.05,22.180
2025-06-23T07:00,1.429,2.807,6.239,9.091,88.06,22.230
2025-06-23T07:30,1.323,2.520,6.105,9.524,87.88,22.180
2025-06-23T08:00,1.337,1.999,5.834,9.524,77.68,22.230
2025-06-23T08:30,1.425,2.138,6.792,9.524,85.60,22.180
2025-06-23T09:00,1.190,2.275,5.960,8.696,99.22,22.450
2025-06-23T09:30,1.260,1.925,6.089,8.333,84.89,22.500
2025-06-23T10:00,1.240,1.862,6.040,9.524,89.02,22.410
2025-06-23T10:30,1.317,2.337,6.215,10.000,93.68,22.360
2025-06-23T11:00,1.303,2.267,6.050,9.091,91.40,22.320
2025-06-23T11:30,1.321,2.231,6.189,10.000,86.30,22.230
2025-06-23T12:00,1.291,1.858,6.499,9.524,98.08,22.180
2025-06-23T12:30,1.224,2.182,6.109,9.524,84.89,22.100
2025-06-23T13:00,1.289,1.912,6.147,10.000,80.23,21.740
2025-06-23T13:30,1.319,2.158,6.191,10.000,84.10,21.870
2025-06-23T14:00,1.218,1.781,5.866,9.524,84.80,21.610
2025-06-23T14:30,1.339,2.035,6.330,9.091,88.67,21.780
2025-06-23T15:00,1.365,2.207,6.566,9.524,80.85,21.560
2025-06-23T15:30,1.304,2.473,6.316,9.091,89.99,21.740
2025-06-23T16:00,1.271,1.843,6.284,9.091,88.76,21.920
2025-06-23T16:30,1.189,2.109,6.135,9.524,79.27,22.010
2025-06-23T17:00,1.175,1.782,5.952,8.333,93.07,22.050
2025-06-23T17:30,1.217,2.141,6.152,9.091,92.45,22.050
2025-06-23T18:00,1.101,1.968,5.925,9.524,92.63,22.010
2025-06-23T18:30,1.144,1.966,6.101,9.524,86.56,21.960
2025-06-23T19:00,1.178,1.806,6.718,9.524,87.53,22.320
2025-06-23T19:30,1.150,1.895,6.655,8.696,80.14,22.320
2025-06-23T20:00,1.041,1.609,6.201,10.000,88.85,22.320
2025-06-23T20:30,1.205,2.002,6.915,9.524,96.85,22.270
2025-06-23T21:00,1.091,1.746,6.348,9.091,87.97,22.270
2025-06-23T21:30,1.050,1.881,6.361,9.091,90.96,22.270
2025-06-23T22:00,1.139,2.016,6.400,9.091,87.18,22.270
2025-06-23T22:30,1.075,1.799,6.350,9.091,86.65,22.230
2025-06-23T23:00,1.147,1.772,6.315,9.091,86.47,22.270
2025-06-23T23:30,1.146,1.804,6.069,8.696,89.46,22.270
2025-06-24T00:00,1.118,1.680,5.628,8.696,85.86,22.180
2025-06-24T00:30,1.127,1.904,5.870,8.000,90.25,22.100
2025-06-24T01:00,1.158,2.158,5.627,8.696,97.02,22.050
2025-06-24T01:30,1.136,1.989,5.716,8.696,96.23,21.960
2025-06-24T02:00,1.093,1.767,5.536,8.696,70.47,22.010
2025-06-24T02:30,1.177,2.088,5.743,8.696,76.19,21.870
2025-06-24T03:00,1.177,2.163,5.845,7.143,91.22,21.740
2025-06-24T03:30,1.121,1.845,5.644,8.333,81.99,21.650
2025-06-24T04:00,1.286,2.406,5.637,8.696,75.57,21.690
2025-06-24T04:30,1.307,2.305,5.169,9.524,96.32,21.830
2025-06-24T05:00,1.281,2.337,4.830,6.452,72.94,21.830
2025-06-24T05:30,1.306,2.315,4.951,7.143,93.42,21.690
2025-06-24T06:00,1.317,2.324,5.056,10.000,82.34,21.650
2025-06-24T06:30,1.406,2.297,5.072,5.000,54.03,21.610
2025-06-24T07:00,1.269,2.117,4.950,9.524,89.73,21.690
2025-06-24T07:30,1.191,1.903,5.174,9.524,82.87,21.610
2025-06-24T08:00,1.183,2.037,5.100,8.696,92.10,21.690
2025-06-24T08:30,1.262,2.030,5.081,6.897,66.43,21.830
2025-06-24T09:00,1.395,2.554,5.298,7.692,72.85,21.960
2025-06-24T09:30,1.409,2.506,5.070,7.407,65.64,22.100
2025-06-24T10:00,1.381,2.570,5.109,7.407,67.84,22.140
2025-06-24T10:30,1.448,2.329,5.337,7.143,66.08,22.140
2025-06-24T11:00,1.429,2.497,5.378,7.407,79.71,22.180
2025-06-24T11:30,1.452,2.230,5.453,7.407,68.98,22.180
2025-06-24T12:00,1.462,2.369,5.166,6.897,75.31,22.230
2025-06-24T12:30,1.434,2.315,4.901,6.897,68.28,22.180
2025-06-24T13:00,1.580,2.934,5.327,7.143,79.62,22.140
2025-06-24T13:30,1.482,2.230,5.173,7.143,73.73,22.010
2025-06-24T14:00,1.528,2.282,5.118,7.143,69.42,21.960
2025-06-24T14:30,1.424,2.318,4.983,6.897,73.02,21.920
2025-06-24T15:00,1.450,2.291,5.152,6.897,71.97,21.920
2025-06-24T15:30,1.531,2.616,5.093,8.000,75.57,21.920
2025-06-24T16:00,1.464,2.330,5.059,7.143,76.98,22.050
2025-06-24T16:30,1.561,2.486,5.095,6.897,65.20,22.270
2025-06-24T17:00,1.567,2.469,5.123,7.692,66.78,22.230
2025-06-24T17:30,1.604,2.915,5.333,7.692,75.84,22.230
2025-06-24T18:00,1.642,2.665,5.163,7.692,77.33,22.230
2025-06-24T18:30,1.641,2.672,5.193,7.407,80.23,22.180
2025-06-24T19:00,1.566,2.881,5.105,7.692,65.64,22.180
2025-06-24T19:30,1.523,2.585,5.068,7.407,64.85,22.140
2025-06-24T20:00,1.718,3.046,5.238,7.143,81.90,22.140
2025-06-24T20:30,1.544,2.354,5.370,8.333,77.24,22.140
2025-06-24T21:00,1.605,2.804,5.100,8.000,63.88,22.140
2025-06-24T21:30,1.548,2.707,5.161,8.333,78.74,22.140
2025-06-24T22:00,1.575,3.027,5.019,7.692,69.86,22.140
2025-06-24T22:30,1.515,2.612,5.112,7.692,78.21,22.140
2025-06-24T23:00,1.444,2.429,4.958,7.143,74.61,22.140
2025-06-24T23:30,1.455,2.293,5.002,8.000,78.74,22.140
2025-06-25T00:00,1.444,2.265,5.057,8.333,74.34,22.140
2025-06-25T00:30,1.506,2.490,5.126,7.692,72.14,22.140
2025-06-25T01:00,1.429,2.539,5.089,7.407,71.27,22.100
2025-06-25T01:30,1.385,2.165,5.196,8.333,65.29,22.100
2025-06-25T02:00,1.514,2.924,5.423,8.000,66.52,22.100
2025-06-25T02:30,1.413,2.347,5.206,7.692,68.36,22.010
2025-06-25T03:00,1.409,2.267,5.186,7.692,77.86,22.050
2025-06-25T03:30,1.337,2.351,4.913,8.000,73.29,21.960
2025-06-25T04:00,1.301,2.676,5.037,8.696,75.49,21.960
2025-06-25T04:30,1.395,2.363,5.137,8.000,81.82,21.960
2025-06-25T05:00,1.257,2.005,4.725,8.000,80.23,21.960
2025-06-25T05:30,1.314,2.939,4.958,8.000,78.65,21.960
2025-06-25T06:00,1.452,2.277,5.134,7.407,73.64,21.920
2025-06-25T06:30,1.282,2.326,4.932,8.333,75.57,21.920
2025-06-25T07:00,1.218,2.120,4.944,8.000,76.45,22.010
2025-06-25T07:30,1.237,2.166,4.931,8.000,77.51,22.010
2025-06-25T08:00,1.198,1.773,4.922,8.000,80.23,22.010
2025-06-25T08:30,1.181,1.737,4.948,7.407,69.51,22.010
2025-06-25T09:00,1.156,1.906,4.859,8.696,77.68,22.050
2025-06-25T09:30,1.121,2.030,4.694,8.000,87.53,22.050
2025-06-25T10:00,1.026,1.752,4.384,8.333,79.79,22.100
2025-06-25T10:30,1.051,1.947,4.630,8.333,82.17,22.050
2025-06-25T11:00,1.031,1.681,4.776,8.000,76.28,22.050
2025-06-25T11:30,0.969,1.866,4.292,8.000,75.66,22.050
2025-06-25T12:00,0.970,1.722,4.229,8.696,70.47,22.050
2025-06-25T12:30,0.939,1.983,4.031,8.000,72.67,22.100
2025-06-25T13:00,0.934,1.466,4.690,7.692,77.07,22.050
2025-06-25T13:30,0.896,1.525,4.325,8.333,74.25,22.010
2025-06-25T14:00,0.873,1.331,4.477,8.000,72.58,22.010
2025-06-25T14:30,0.857,1.368,4.156,7.692,73.11,21.920
2025-06-25T15:00,0.882,1.409,4.194,8.333,67.22,21.830
2025-06-25T15:30,0.954,1.808,4.433,8.000,72.94,21.780
2025-06-25T16:00,0.869,1.342,4.593,8.333,67.22,21.740
2025-06-25T16:30,0.853,1.530,4.029,9.091,73.55,21.560
2025-06-25T17:00,0.841,1.649,4.138,8.696,84.80,21.690
2025-06-25T17:30,0.834,1.512,4.086,8.000,67.31,22.050
2025-06-25T18:00,0.819,1.456,4.096,7.407,86.47,22.100
2025-06-25T18:30,0.837,1.590,4.479,8.000,71.97,22.100
2025-06-25T19:00,0.779,1.409,4.345,7.692,76.63,22.050
2025-06-25T19:30,0.752,1.294,4.534,8.333,85.24,22.050
2025-06-25T20:00,0.784,1.554,4.696,8.000,86.03,22.050
2025-06-25T20:30,0.780,1.251,4.952,8.333,70.30,22.050
2025-06-25T21:00,0.727,1.377,4.552,8.000,81.82,22.010
2025-06-25T21:30,0.698,1.167,4.652,8.696,75.13,22.050
2025-06-25T22:00,0.763,1.316,5.269,8.000,83.31,22.010
2025-06-25T22:30,0.723,1.150,5.140,8.333,89.73,21.960
2025-06-25T23:00,0.730,1.204,5.073,8.000,90.25,21.960
2025-06-25T23:30,0.682,1.323,4.832,8.000,75.05,21.920
2025-06-26T00:00,0.689,1.443,4.497,7.692,79.27,21.920
2025-06-26T00:30,0.662,1.111,4.177,7.692,79.79,21.920
2025-06-26T01:00,0.645,1.144,4.761,8.696,77.60,21.920
2025-06-26T01:30,0.625,1.129,4.557,7.692,84.72,21.740
2025-06-26T02:00,0.635,1.155,4.197,8.696,60.63,21.870
2025-06-26T02:30,0.593,0.937,4.368,8.333,52.36,21.740
2025-06-26T03:00,0.595,1.009,4.939,7.407,74.08,21.780
2025-06-26T03:30,0.635,1.042,5.418,8.000,64.32,21.520
2025-06-26T04:00,0.597,0.899,5.551,8.696,60.54,21.650
2025-06-26T04:30,0.568,0.882,5.507,8.000,74.25,21.650
2025-06-26T05:00,0.513,0.848,4.849,8.696,64.67,21.520
2025-06-26T05:30,0.529,0.974,5.602,9.091,76.98,21.520
2025-06-26T06:00,0.545,0.897,5.990,7.692,73.90,21.610
2025-06-26T06:30,0.562,0.928,5.987,8.333,97.64,21.560
2025-06-26T07:00,0.550,0.856,5.294,8.333,66.96,21.560
2025-06-26T07:30,0.584,1.030,4.769,8.696,80.23,21.610
2025-06-26T08:00,0.598,0.999,5.466,8.333,73.99,21.610
2025-06-26T08:30,0.571,1.061,5.198,8.696,83.05,21.610
2025-06-26T09:00,0.571,1.163,5.239,8.696,82.34,21.740
2025-06-26T09:30,0.650,1.317,5.913,9.091,83.13,21.470
2025-06-26T10:00,0.577,1.217,5.124,8.000,94.56,21.870
2025-06-26T10:30,0.564,0.958,4.803,8.000,92.45,21.780
2025-06-26T11:00,0.702,1.407,4.524,8.000,101.24,21.740
2025-06-26T11:30,0.812,1.552,4.359,8.000,112.23,21.960
2025-06-26T12:00,0.902,1.412,4.632,8.000,100.54,21.960
2025-06-26T12:30,0.930,1.763,4.602,7.692,128.58,21.960
2025-06-26T13:00,0.907,1.410,4.522,8.333,104.32,21.960
2025-06-26T13:30,0.926,2.065,4.644,7.692,108.19,21.960
2025-06-26T14:00,0.909,1.510,4.710,7.692,103.53,21.960
2025-06-26T14:30,0.993,1.587,5.074,8.333,117.24,21.560
2025-06-26T15:00,0.968,1.643,4.794,8.333,127.00,21.690
2025-06-26T15:30,1.164,1.979,5.231,9.091,124.28,21.520
2025-06-26T16:00,1.191,1.988,5.382,9.091,122.78,21.520
2025-06-26T16:30,1.289,2.078,5.284,9.091,123.66,21.560
2025-06-26T17:00,1.269,1.883,5.557,8.696,138.87,21.690
2025-06-26T17:30,1.266,2.397,5.365,8.333,128.23,21.610
2025-06-26T18:00,1.288,2.135,5.598,10.000,131.31,21.740
2025-06-26T18:30,1.307,2.488,5.845,8.333,134.30,21.650
2025-06-26T19:00,1.317,2.711,5.826,8.333,128.76,21.690
2025-06-26T19:30,1.329,2.077,5.745,10.000,136.85,21.740
2025-06-26T20:00,1.308,2.165,5.955,9.524,131.84,21.780
2025-06-26T20:30,1.353,2.087,6.401,10.526,128.67,21.740
2025-06-26T21:00,1.284,1.939,6.176,11.111,128.23,21.690
2025-06-26T21:30,1.272,2.402,6.257,10.000,125.33,21.610
2025-06-26T22:00,1.326,2.273,6.402,11.111,122.25,21.920
2025-06-26T22:30,1.360,2.001,6.546,10.526,127.09,21.920
2025-06-26T23:00,1.274,2.177,6.086,10.526,125.24,21.870
2025-06-26T23:30,1.319,2.181,5.810,10.526,123.57,21.870
2025-06-27T00:00,1.240,1.987,5.529,10.000,131.66,21.870
2025-06-27T00:30,1.397,2.767,5.977,10.526,122.96,21.870
2025-06-27T01:00,1.559,2.706,6.632,12.500,127.71,21.870
2025-06-27T01:30,1.561,2.487,6.331,12.500,130.78,21.830
